cui,pretty_name,types,ID,LABEL,source,Count
C0006699,calcium gluconate,"['Organic Chemical', 'Pharmacologic Substance']",44346,calicum gluconate,Input,17.0
C0081876,pantoprazole,"['Organic Chemical', 'Pharmacologic Substance']",41583,pantoprazole,Input,38.0
C0017687,glucagon,"['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone']",41710,glucagon,Input,18.0
C0086140,dextran,"['Organic Chemical', 'Pharmacologic Substance']",46729,Dextran,Input,26.0
C0032825,potassium chloride,"['Pharmacologic Substance', 'Inorganic Chemical']",225166,Potassium Chloride,Input,864.0
C1289967,Hydrochloric acid solution,"['Pharmacologic Substance', 'Inorganic Chemical']",225167,Hydrochloric Acid - HCL,Input,1.0
C2316467,Packed red blood cells,"['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance']",225168,Packed Red Blood Cells,Input,345.0
C0443121,Cryoprecipitate (product),['Pharmacologic Substance'],225171,Cryoprecipitate,Input,3.0
C0014563,epinephrine,"['Organic Chemical', 'Pharmacologic Substance', 'Hormone']",221289,Epinephrine,Input,24.0
C0002598,amiodarone,"['Organic Chemical', 'Pharmacologic Substance']",221347,Amiodarone,Input,89.0
C0024002,lorazepam,"['Organic Chemical', 'Pharmacologic Substance']",221385,Lorazepam,Input,210.0
C0004259,atropine,"['Organic Chemical', 'Pharmacologic Substance']",221393,Atropine,Input,3.0
C0116569,esmolol,"['Organic Chemical', 'Pharmacologic Substance']",221429,Esmolol,Input,205.0
C0006699,calcium gluconate,"['Organic Chemical', 'Pharmacologic Substance']",221456,Calcium Gluconate,Input,280.0
C0012373,diltiazem,"['Organic Chemical', 'Pharmacologic Substance']",221468,Diltiazem,Input,130.0
C1096766,cisatracurium,"['Organic Chemical', 'Pharmacologic Substance']",221555,Cisatracurium,Input,3.0
C0012010,diazepam,"['Organic Chemical', 'Pharmacologic Substance']",221623,Diazepam,Input,93.0
C0012963,dobutamine,"['Organic Chemical', 'Pharmacologic Substance']",221653,Dobutamine,Input,5.0
C0013030,dopamine,"['Organic Chemical', 'Pharmacologic Substance', 'Biologically Active Substance']",221662,Dopamine,Input,144.0
C0026056,midazolam,"['Organic Chemical', 'Pharmacologic Substance']",221668,Midazolam,Input,974.0
C0022614,ketamine,"['Organic Chemical', 'Pharmacologic Substance']",221712,Ketamine,Input,3.0
C0015846,fentanyl,"['Organic Chemical', 'Pharmacologic Substance']",221744,Fentanyl,Input,1162.0
C0301532,Multivitamin preparation,"['Organic Chemical', 'Pharmacologic Substance', 'Vitamin']",44998,multivitamin IV,Input,10.0
C0074722,sodium bicarbonate,"['Organic Chemical', 'Pharmacologic Substance']",220995,Sodium Bicarbonate 8.4%,Input,99.0
C0000970,acetaminophen,"['Organic Chemical', 'Pharmacologic Substance']",228315,Acetaminophen-IV,Input,57.0
C0031469,phenylephrine,"['Organic Chemical', 'Pharmacologic Substance']",221749,Phenylephrine,Input,736.0
C0016860,furosemide,"['Organic Chemical', 'Pharmacologic Substance']",221794,Furosemide,Input,651.0
C0018546,haloperidol,"['Organic Chemical', 'Pharmacologic Substance']",221824,Haloperidol,Input,58.0
C0020223,hydralazine,"['Organic Chemical', 'Pharmacologic Substance']",221828,Hydralazine,Input,139.0
C0012306,hydromorphone,"['Organic Chemical', 'Pharmacologic Substance']",221833,Hydromorphone,Input,190.0
C0028351,norepinephrine,"['Organic Chemical', 'Pharmacologic Substance', 'Hormone']",221906,Norepinephrine,Input,1171.0
C0128513,milrinone,"['Organic Chemical', 'Pharmacologic Substance']",221986,Milrinone,Input,39.0
C0024480,magnesium sulfate,"['Pharmacologic Substance', 'Inorganic Chemical']",222011,Magnesium Sulfate,Input,334.0
C0028005,nicardipine,"['Organic Chemical', 'Pharmacologic Substance']",222042,Nicardipine,Input,60.0
C0028193,nitroprusside,"['Pharmacologic Substance', 'Inorganic Chemical']",222051,Nitroprusside,Input,18.0
C0017887,nitroglycerin,"['Organic Chemical', 'Pharmacologic Substance']",222056,Nitroglycerin,Input,237.0
C0242531,vecuronium,"['Organic Chemical', 'Pharmacologic Substance']",222062,Vecuronium,Input,5.0
C0033487,propofol,"['Organic Chemical', 'Pharmacologic Substance']",222168,Propofol,Input,1789.0
C1705480,vasopressin (USP),"['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone']",222315,Vasopressin,Input,49.0
C0907402,insulin glargine,"['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone']",223260,Insulin - Glargine,Input,194.0
C0021641,Insulin,"['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone']",223262,Insulin - Humalog,Input,674.0
C0537894,caspofungin,"['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance']",225848,Caspofungin,Input,14.0
C0008809,ciprofloxacin,"['Organic Chemical', 'Pharmacologic Substance']",225859,Ciprofloxacin,Input,104.0
C0016277,fluconazole,"['Organic Chemical', 'Pharmacologic Substance']",225869,Fluconazole,Input,10.0
C4511692,Levofloxacin hemihydrate,"['Organic Chemical', 'Pharmacologic Substance']",225879,Levofloxacin,Input,71.0
C0663241,linezolid,"['Organic Chemical', 'Pharmacologic Substance']",225881,Linezolid,Input,55.0
C4482910,meropenem / vaborbactam,['Pharmacologic Substance'],225883,Meropenem,Input,243.0
C0025872,metronidazole,"['Organic Chemical', 'Pharmacologic Substance']",225884,Metronidazole,Input,367.0
C0250480,piperacillin-tazobactam combination,['Pharmacologic Substance'],225893,Piperacillin/Tazobactam,Input,379.0
C0393080,voriconazole,"['Organic Chemical', 'Pharmacologic Substance']",225905,Voriconazole,Input,18.0
C0206460,enoxaparin,"['Organic Chemical', 'Pharmacologic Substance']",225906,Enoxaparin,Input,24.0
C0015620,famotidine,"['Organic Chemical', 'Pharmacologic Substance']",225907,Famotidine,Input,197.0
C0050940,lansoprazole,"['Organic Chemical', 'Pharmacologic Substance']",225909,Lansoprazole,Input,34.0
C0081876,pantoprazole,"['Organic Chemical', 'Pharmacologic Substance']",225910,Pantoprazole,Input,390.0
C0034665,ranitidine,"['Organic Chemical', 'Pharmacologic Substance']",225911,Ranitidine,Input,41.0
C0024480,magnesium sulfate,"['Pharmacologic Substance', 'Inorganic Chemical']",227523,Magnesium Sulfate,Input,213.0
C0006699,calcium gluconate,"['Organic Chemical', 'Pharmacologic Substance']",227525,Calcium Gluconate,Input,112.0
C0376259,citrate,"['Organic Chemical', 'Pharmacologic Substance']",227526,Citrate,Input,111.0
C0301532,Multivitamin preparation,"['Organic Chemical', 'Pharmacologic Substance', 'Vitamin']",225830,Multivitamins,Input,12.0
C0016410,folic acid,"['Organic Chemical', 'Pharmacologic Substance', 'Vitamin']",225832,Folic Acid,Input,14.0
C0039840,thiamine,"['Organic Chemical', 'Pharmacologic Substance', 'Vitamin']",225833,Thiamine,Input,25.0
C0001367,acyclovir,"['Nucleic Acid, Nucleoside, or Nucleotide', 'Pharmacologic Substance']",225837,Acyclovir,Input,51.0
C2930041,Ampicillin / Sulbactam,['Pharmacologic Substance'],225843,Ampicillin/Sulbactam,Input,44.0
C0074722,sodium bicarbonate,"['Organic Chemical', 'Pharmacologic Substance']",227533,Sodium Bicarbonate 8.4%,Input,41.0
C0025376,meperidine,"['Organic Chemical', 'Pharmacologic Substance']",225973,Meperidine,Input,6.0
C0025859,metoprolol,"['Organic Chemical', 'Pharmacologic Substance']",225974,Metoprolol,Input,360.0
C0037513,heparin sodium,"['Organic Chemical', 'Pharmacologic Substance']",225975,Heparin Sodium,Input,1098.0
C0244656,fosphenytoin,"['Organic Chemical', 'Pharmacologic Substance']",227690,Fosphenytoin,Input,5.0
C0028978,omeprazole,"['Organic Chemical', 'Pharmacologic Substance']",227694,Omeprazole,Input,27.0
C0015846,fentanyl,"['Organic Chemical', 'Pharmacologic Substance']",225942,Fentanyl,Input,364.0
C0023660,lidocaine,"['Organic Chemical', 'Pharmacologic Substance']",225945,Lidocaine,Input,13.0
C0002520,Amino Acids,"['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Biologically Active Substance']",225948,Amino Acids,Input,7.0
C0113293,dexmedetomidine,"['Organic Chemical', 'Pharmacologic Substance']",225150,Dexmedetomidine,Input,46.0
C0253563,eptifibatide,"['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance']",225151,Eptifibatide,Input,14.0
C0037513,heparin sodium,"['Organic Chemical', 'Pharmacologic Substance']",225152,Heparin Sodium,Input,587.0
C0022860,labetalol,"['Organic Chemical', 'Pharmacologic Substance']",225153,Labetalol,Input,33.0
C0066814,morphine sulfate,"['Organic Chemical', 'Pharmacologic Substance']",225154,Morphine Sulfate,Input,524.0
C0028833,octreotide,"['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Hormone']",225155,Octreotide,Input,71.0
C0572933,Benzodiazepine overdose,['Injury or Poisoning'],BENZODIAZEPINE OVERDOSE,BENZODIAZEPINE OVERDOSE,Admission,
C4074915,Coronary arteriosclerosis following coronary artery bypass graft,['Disease or Syndrome'],CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT/SDA,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT/SDA,Admission,
C0742078,Mass lesion of brain,['Disease or Syndrome'],BRAIN MASS,BRAIN MASS,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],INTERIOR MYOCARDIAL INFARCTION,INTERIOR MYOCARDIAL INFARCTION,Admission,
C0948089,Acute Coronary Syndrome,['Disease or Syndrome'],ACUTE CORONARY SYNDROME,ACUTE CORONARY SYNDROME,Admission,
C1444174,Tache noire,['Pathologic Function'],V-TACH,V-TACH,Admission,
C0158940,Transitory tachypnea of newborn,['Disease or Syndrome'],NEWBORN,NEWBORN,Admission,
C0002965,"Angina, Unstable",['Disease or Syndrome'],UNSTABLE ANGINA\CATH,UNSTABLE ANGINA\CATH,Admission,
C0038220,Status Epilepticus,['Disease or Syndrome'],STATUS EPILEPTICUS,STATUS EPILEPTICUS,Admission,
C0040583,Tracheal Stenosis,['Disease or Syndrome'],TRACHEAL STENOSIS/SDA,TRACHEAL STENOSIS/SDA,Admission,
C0243026,Sepsis,['Disease or Syndrome'],SEPSIS,SEPSIS,Admission,
C0008031,Chest Pain,['Sign or Symptom'],CHEST PAIN\CATH,CHEST PAIN\CATH,Admission,
C0428977,Bradycardia,['Finding'],BRADYCARDIA,BRADYCARDIA,Admission,
C4074915,Coronary arteriosclerosis following coronary artery bypass graft,['Disease or Syndrome'],CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT /SDA,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT /SDA,Admission,
C0423729,Chest pain on breathing,['Sign or Symptom'],CHEST PAIN/SHORTNESS OF BREATH,CHEST PAIN/SHORTNESS OF BREATH,Admission,
C0019326,Ventral Hernia,['Anatomical Abnormality'],VENTRAL HERNIA/SDA,VENTRAL HERNIA/SDA,Admission,
C0018802,Congestive heart failure,['Disease or Syndrome'],CONGESTIVE HEART FAILURE,CONGESTIVE HEART FAILURE,Admission,
C0155626,Acute myocardial infarction,['Disease or Syndrome'],ACUTE MYOCARDIAL INFARCTION-SEPSIS,ACUTE MYOCARDIAL INFARCTION-SEPSIS,Admission,
C0270679,Brain stem herniation,['Disease or Syndrome'],RIGHT BRAIN STEM LESION/SDA,RIGHT BRAIN STEM LESION/SDA,Admission,
C0017181,Gastrointestinal Hemorrhage,['Pathologic Function'],GASTROINTESTINAL BLEED,GASTROINTESTINAL BLEED,Admission,
C0036572,Seizures,['Sign or Symptom'],SEIZURE,SEIZURE,Admission,
C0032285,Pneumonia,['Disease or Syndrome'],PNEUMONIA,PNEUMONIA,Admission,
C2316693,Transient altered mental status,['Mental or Behavioral Dysfunction'],ALTERED MENTAL STATUS,ALTERED MENTAL STATUS,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],R/O MYOCARDIAL INFARCTION,R/O MYOCARDIAL INFARCTION,Admission,
C0038454,Cerebrovascular accident,['Disease or Syndrome'],CEREBROVASCULAR ACCIDENT,CEREBROVASCULAR ACCIDENT,Admission,
C0020649,Hypotension,['Finding'],HYPOTENSION,HYPOTENSION,Admission,
C0149871,Deep Vein Thrombosis,['Disease or Syndrome'],DEEP VEIN THROMBOSIS,DEEP VEIN THROMBOSIS,Admission,
C1446409,Positive,['Finding'],HEMOCULT POSITIVE,HEMOCULT POSITIVE,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],HYPONATREMIA-R/O MYOCARDIAL INFARCTION-RHABDOMYOLYSIS,HYPONATREMIA-R/O MYOCARDIAL INFARCTION-RHABDOMYOLYSIS,Admission,
C0018946,"Hematoma, Subdural",['Pathologic Function'],SUBDURAL HEMATOMA,SUBDURAL HEMATOMA,Admission,
C0019079,Hemoptysis,['Sign or Symptom'],MASSIVE HEMOPTYSIS,MASSIVE HEMOPTYSIS,Admission,
C1956346,Coronary Artery Disease,['Disease or Syndrome'],CORONARY ARTERY DISEASE\CARDIAC CATH,CORONARY ARTERY DISEASE\CARDIAC CATH,Admission,
C0027544,Necrotic debris,['Pathologic Function'],NECROTIZING FASCITITIS,NECROTIZING FASCITITIS,Admission,
C0003507,Aortic Valve Stenosis,['Pathologic Function'],AORTIC STENOSIS\AORTIC VALVE REPLACEMENT,AORTIC STENOSIS\AORTIC VALVE REPLACEMENT,Admission,
C0425029,Severe disablement allowance,['Finding'], ? CABG/SDA, ? CABG/SDA,Admission,
C1318747,Injury due to motor vehicle accident,['Injury or Poisoning'],STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES,STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES,Admission,
C0038525,Subarachnoid Hemorrhage,['Disease or Syndrome'],SUBARACHNOID HEMORRHAGE,SUBARACHNOID HEMORRHAGE,Admission,
C0159587,Closed fracture of T7-T12 level with spinal cord injury,['Injury or Poisoning'],T12 FRACTURE,T12 FRACTURE,Admission,
C1956346,Coronary Artery Disease,['Disease or Syndrome'],CORONARY ARTERY DISEASE\CATH,CORONARY ARTERY DISEASE\CATH,Admission,
C1290897,"Motor vehicle accident, driver",['Finding'],S/P MOTOR VEHICLE ACCIDENT,S/P MOTOR VEHICLE ACCIDENT,Admission,
C0003507,Aortic Valve Stenosis,['Pathologic Function'],AORTIC STENOSIS\AORTIC VALVE REPLACEMENT/SDA,AORTIC STENOSIS\AORTIC VALVE REPLACEMENT/SDA,Admission,
C0751495,"Seizures, Focal",['Disease or Syndrome'],SEIZURES,SEIZURES,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],MYOCARDIAL INFARCTION\CARDIAC CATH,MYOCARDIAL INFARCTION\CARDIAC CATH,Admission,
C0007282,Carotid Stenosis,['Disease or Syndrome'],CAROTID STENOSIS\CAROTID ANGIOGRAM,CAROTID STENOSIS\CAROTID ANGIOGRAM,Admission,
C0032776,Postmenopausal bleeding,['Pathologic Function'],HEAD BLEED,HEAD BLEED,Admission,
C0020615,Hypoglycemia,['Disease or Syndrome'],HYPOGLYCEMIA,HYPOGLYCEMIA,Admission,
C1998334,History of non-Hodgkins lymphoma,['Finding'],NON-HODGKINS LYMPHOMA,NON-HODGKINS LYMPHOMA,Admission,
C0015967,Fever,['Sign or Symptom'],FEBRILE,FEBRILE,Admission,
C0221023,Cyclic neutropenia,['Disease or Syndrome'],NEUTROPENIA,NEUTROPENIA,Admission,
C0149801,Sepsis due to urinary tract infection,['Disease or Syndrome'],"SEPSIS,URINARY TRACT INFECTION","SEPSIS,URINARY TRACT INFECTION",Admission,
C0340533,Postoperative pulmonary embolus,['Acquired Abnormality'],? PULMONARY EMBOLUS WITH DESATURATION,? PULMONARY EMBOLUS WITH DESATURATION,Admission,
C0085438,"Meningitis, Fungal",['Disease or Syndrome'],FUNGAL MENINGITIS,FUNGAL MENINGITIS,Admission,
C0869330,Struck by lightning,['Injury or Poisoning'],S/P STRUCK BY CAR,S/P STRUCK BY CAR,Admission,
C0267716,Incisional hernia,['Pathologic Function'],INCISIONAL HERNIA,INCISIONAL HERNIA,Admission,
C3714552,Weakness,['Sign or Symptom'],WEAKNESS,WEAKNESS,Admission,
C4018909,Overdose,['Finding'],OVERDOSE,OVERDOSE,Admission,
C0155626,Acute myocardial infarction,['Disease or Syndrome'],ACUTE MYOCARDIAL INFARCTION,ACUTE MYOCARDIAL INFARCTION,Admission,
C0349421,Respiratory arrest preceding cardiac arrest,['Disease or Syndrome'],V-FIB ARREST\CATH,V-FIB ARREST\CATH,Admission,
C0270063,Fetal or neonatal effect of maternal anesthesia and/or analgesia,['Pathologic Function'],OPIATE INTOXICATION,OPIATE INTOXICATION,Admission,
C0856548,Laceration of head,['Injury or Poisoning'],HEAD LACERATION,HEAD LACERATION,Admission,
C0151699,Intracranial Hemorrhage,['Pathologic Function'],INTRACRANIAL HEMORRHAGE,INTRACRANIAL HEMORRHAGE,Admission,
C0007282,Carotid Stenosis,['Disease or Syndrome'],CAROTID STENOSIS,CAROTID STENOSIS,Admission,
C0425029,Severe disablement allowance,['Finding'],MEDIAL PARIETAL TUMOR/SDA,MEDIAL PARIETAL TUMOR/SDA,Admission,
C0027497,Nausea,['Sign or Symptom'],"GLIOBLASTOMA,NAUSEA","GLIOBLASTOMA,NAUSEA",Admission,
C0003507,Aortic Valve Stenosis,['Pathologic Function'],AORTIC STENOSIS\CARDIAC CATH,AORTIC STENOSIS\CARDIAC CATH,Admission,
C0018817,Atrial Septal Defects,['Congenital Abnormality'],ATRIAL SEPTAL DEFECT\ REPAIR ATRIAL SEPTAL DEFECT/SDA,ATRIAL SEPTAL DEFECT\ REPAIR ATRIAL SEPTAL DEFECT/SDA,Admission,
C1290897,"Motor vehicle accident, driver",['Finding'],S/P MOTOR VEHICLE ACCIDENT-STABBING,S/P MOTOR VEHICLE ACCIDENT-STABBING,Admission,
C0015967,Fever,['Sign or Symptom'],FEVER,FEVER,Admission,
C0151517,Complete atrioventricular block,['Disease or Syndrome'],COMPLETE HEART BLOCK,COMPLETE HEART BLOCK,Admission,
C0085639,Falls,['Finding'],S/P FALL,S/P FALL,Admission,
C0425029,Severe disablement allowance,['Finding'],ANEURYSM/SDA,ANEURYSM/SDA,Admission,
C0003504,Aortic Valve Insufficiency,['Disease or Syndrome'],AORTIC INSUFFICIENCY\AORTIC VALVE REPLACEMENT,AORTIC INSUFFICIENCY\AORTIC VALVE REPLACEMENT,Admission,
C1145670,Respiratory Failure,['Disease or Syndrome'],RESPIRATORY FAILURE,RESPIRATORY FAILURE,Admission,
C0015970,Fever of Unknown Origin,['Sign or Symptom'],"FEVER,ORIGIN UNKNOWN","FEVER,ORIGIN UNKNOWN",Admission,
C1533637,Neonatal dysrhythmia,['Pathologic Function'],DYSRHYTHMIA,DYSRHYTHMIA,Admission,
C0018790,Cardiac Arrest,['Disease or Syndrome'],CARDIAC ARREST,CARDIAC ARREST,Admission,
C0429670,AV fistula recirculation,['Finding'],AV FISTULA,AV FISTULA,Admission,
C0020461,Hyperkalemia,['Finding'],HYPERKALEMIA,HYPERKALEMIA,Admission,
C0041909,Upper gastrointestinal hemorrhage,['Pathologic Function'],UPPER GI BLEED,UPPER GI BLEED,Admission,
C0745136,Hypertensive emergency,['Disease or Syndrome'],HYPERTENSIVE EMERGENCY,HYPERTENSIVE EMERGENCY,Admission,
C0231224,Crisis,['Finding'],HTN CRISIS,HTN CRISIS,Admission,
